rownumber,animalgender,breedname,borough,zipcode
45833,F,Labrador Retriever,Manhattan,10003
45834,M,Beagle,Brooklyn,11218
45835,F,Shih Tzu,Brooklyn,11201
45836,M,Shiba Inu,Manhattan,10038
45837,M,Shiba Inu,Staten Island,10307
45838,M,Not Listed,Manhattan,10019
45839,F,Maltese Crossbreed,Bronx,10455
45841,F,American Pit Bull Terrier/Pit Bull,Bronx,10472
45842,F,Not Listed,Brooklyn,11209
45843,M,Not Listed,Manhattan,10002
45844,M,Not Listed,Bronx,10457
45845,M,Not Listed,Manhattan,10019
45846,M,Maltese,Staten Island,10314
45847,M,Maltese,Brooklyn,11225
45848,F,Wheaton Terrier,Manhattan,10025
45849,F,German Shepherd Dog,Staten Island,10314
45850,F,Golden Retriever,Manhattan,10065
45851,M,American Foxhound,Brooklyn,11207
45852,F,Beagle Crossbreed,Manhattan,10030
45853,M,Beagle,Bronx,10465
45854,F,Samoyed,Staten Island,10312
45855,F,Not Listed,Staten Island,10305
45856,F,Jack Russell Terrier,Queens,11385
45857,M,Toy Poodle,Manhattan,10025
45858,F,Not Listed,Brooklyn,11211
45859,M,Basset Hound,Manhattan,10024
45860,M,Yorkshire Terrier,Queens,11355
45861,F,Shih Tzu,Brooklyn,11206
45862,F,Pomeranian,Queens,11374
45863,M,Havanese,Manhattan,10075
45864,M,American Staffordshire Terrier ,Manhattan,10025
45865,M,Jack Russell Terrier,Manhattan,10022
45866,M,Yorkshire Terrier,Bronx,10473
45867,F,German Shepherd Crossbreed,Brooklyn,11217
45868,F,French Bulldog,Brooklyn,11231
45869,M,Miniature Schnauzer,Brooklyn,11230
45870,F,Basset Hound,Queens,11377
45871,F,German Shepherd Dog,Queens,11364
45872,M,Maltese,Brooklyn,11206
45873,F,American Pit Bull Mix / Pit Bull Mix,Brooklyn,11218
45874,M,Border Collie,Queens,11422
45875,F,Not Listed,Manhattan,10128
45876,F,French Bulldog,Manhattan,10011
45877,F,Not Listed,Manhattan,10128
45878,F,Yorkshire Terrier,Manhattan,10009
45879,F,French Bulldog,Manhattan,10011
45880,M,French Bulldog,Manhattan,10023
45881,F,American Pit Bull Mix / Pit Bull Mix,Manhattan,10038
45882,M,Not Listed,Brooklyn,11217
45883,F,Havanese,Manhattan,10069
45884,M,Not Listed,Manhattan,10024
45885,F,Not Listed,Manhattan,10009
45886,M,Boxer,Manhattan,10024
45887,M,Labrador Retriever Crossbreed,Manhattan,10033
45888,F,Australian Cattle Dog,Brooklyn,11219
45889,M,German Shepherd Crossbreed,Queens,11416
45890,M,Dandie Dinmont Terrier,Manhattan,10019
45891,F,Cocker Spaniel,Queens,11375
45892,M,Shih Tzu,Manhattan,10075
45893,M,Labrador Retriever,Queens,11368
45894,M,Lhasa Apso,Brooklyn,11243
45895,M,German Shepherd Dog,Brooklyn,11208
45896,M,Dachshund,Brooklyn,11216
45897,F,Miniature Pinscher,Manhattan,10009
45898,F,Labrador Retriever,Bronx,10461
45899,M,Cavalier King Charles Spaniel,Manhattan,10024
45900,F,Miniature Poodle,Bronx,10451
45901,F,Not Listed,Brooklyn,11212
45902,M,Maltese,Manhattan,10024
45903,F,German Shepherd Crossbreed,Queens,11361
45904,F,Beagle,Staten Island,10307
45905,M,Chihuahua Crossbreed,Brooklyn,11223
45906,M,Boxer,Queens,11361
45907,M,Morkie,Manhattan,10044
45908,M,Chihuahua,Manhattan,10023
45909,F,Weimaraner,Queens,11358
45910,M,Pug,Manhattan,10002
45911,M,Poodle Crossbreed,Queens,11356
45912,M,Labradoodle,Manhattan,10011
45913,F,Not Listed,Brooklyn,11206
45914,F,Shih Tzu,Manhattan,10035
45915,M,Yorkshire Terrier,Manhattan,10030
45916,M,Yorkshire Terrier,Manhattan,10030
45917,M,Puggle,Brooklyn,11228
45918,M,Shih Tzu,Staten Island,10312
45919,F,Bichon Frise,Queens,11432
45920,M,Shih Tzu,Queens,11360
45921,M,Belgian Malinois,Manhattan,10040
45922,F,Miniature Poodle,Staten Island,10312
45923,M,American Pit Bull Terrier/Pit Bull,Queens,11377
45924,F,Cane Corso,Queens,11434
45925,M,Poodle Crossbreed,Brooklyn,11201
45926,M,Yorkshire Terrier,Manhattan,10029
45927,M,Yorkshire Terrier,Brooklyn,11214
45928,M,Beagle Crossbreed,Manhattan,10128
45929,M,Not Listed,Staten Island,10312
45930,F,German Shepherd Dog,Queens,11361
45931,F,Chihuahua,Manhattan,10035
45932,M,Siberian Husky,Brooklyn,11211
45933,F,Havanese,Brooklyn,11209
45934,M,Not Listed,Manhattan,10002
45935,F,Yorkshire Terrier,Brooklyn,11217
45936,F,Chihuahua,Manhattan,10002
45937,M,Not Listed,Queens,11691
45938,M,American Pit Bull Mix / Pit Bull Mix,Brooklyn,11233
45939,M,German Shepherd Crossbreed,Brooklyn,11214
45940,F,Boxer,Bronx,10467
45941,F,Pomeranian,Brooklyn,11235
45942,F,Cairn Terrier,Brooklyn,11201
45943,F,Not Listed,Manhattan,10033
45944,M,Maltese Crossbreed,Queens,11385
45945,M,Poodle,Manhattan,10128
45946,M,Yorkshire Terrier,Staten Island,10312
45947,M,Not Listed,Brooklyn,11209
45948,M,Beagle,Brooklyn,11220
45949,F,Labrador Retriever,Manhattan,10075
45950,F,Akita,Queens,11422
45951,F,Chihuahua,Manhattan,10031
45952,M,American Pit Bull Terrier/Pit Bull,Queens,11422
45953,M,Shih Tzu Crossbreed,Manhattan,10033
45954,M,French Bulldog,Manhattan,10001
45955,F,Pomeranian,Manhattan,10009
45956,F,Miniature Pinscher,Manhattan,10009
45957,M,Labrador Retriever,Staten Island,10304
45958,F,Cavalier King Charles Spaniel,Manhattan,10024
45959,F,Maltese,Manhattan,10011
45960,F,Chihuahua,Brooklyn,11217
45961,F,Miniature Schnauzer,Brooklyn,11235
45962,F,Not Listed,Brooklyn,11209
45963,M,Cane Corso,Queens,11434
45964,F,Not Listed,Brooklyn,11204
45965,F,Not Listed,Brooklyn,11215
45966,F,Cocker Spaniel,Queens,11426
45967,M,Chihuahua,Brooklyn,11223
45968,M,Poodle Crossbreed,Queens,11356
45969,M,Maltese Crossbreed,Queens,11427
45970,M,West Highland White Terrier,Manhattan,10024
45971,F,Australian Shepherd,Brooklyn,11231
45972,M,Chihuahua,Staten Island,10312
45973,F,American Pit Bull Mix / Pit Bull Mix,Manhattan,10024
45974,M,Papillon,Manhattan,10019
45975,F,Shih Tzu,Staten Island,10306
45976,F,Cocker Spaniel,Queens,11375
45977,M,Cavalier King Charles Spaniel,Manhattan,10017
45978,F,Goldendoodle,Manhattan,10128
45979,F,Shih Tzu,Queens,11375
45980,F,Yorkshire Terrier,Brooklyn,11222
45981,F,Chihuahua,Staten Island,10308
45982,M,German Shepherd Dog,Staten Island,10312
45983,F,Puggle,Queens,11436
45984,M,Yorkshire Terrier,Staten Island,10305
45985,F,Yorkshire Terrier Crossbreed,Bronx,10473
45986,F,American Pit Bull Terrier/Pit Bull,Manhattan,10019
45987,F,Labrador Retriever,Staten Island,10314
45988,M,Toy Poodle,Manhattan,10280
45989,M,Dachshund,Manhattan,10031
45990,F,Not Listed,Manhattan,10011
45991,F,Boxer,Manhattan,10010
45992,M,Yorkshire Terrier,Manhattan,10005
45993,M,Yorkshire Terrier,Queens,11361
45994,F,German Shepherd Crossbreed,Brooklyn,11231
45995,F,Maltese,Bronx,10473
45996,M,Shih Tzu,Brooklyn,11208
45997,F,Dachshund Smooth Coat Miniature,Staten Island,10308
45998,M,Papillon,Manhattan,10019
45999,M,Maltese,Manhattan,10026
46000,F,Not Listed,Bronx,10467
46001,F,Pomeranian,Queens,11420
46002,M,Shiba Inu,Queens,11358
46003,M,Terrier Crossbreed,Manhattan,10010
46004,M,Yorkshire Terrier,Queens,11422
46005,M,Yorkshire Terrier,Brooklyn,11220
46006,F,Golden Retriever,Manhattan,10128
46007,F,German Shepherd Dog,Brooklyn,11237
46008,F,Not Listed,Brooklyn,11215
46009,M,Shiba Inu,Queens,11109
46010,M,Havanese,Manhattan,10065
46011,M,Yorkshire Terrier Crossbreed,Manhattan,10075
46012,M,Not Listed,Queens,11004
46013,M,Australian Cattle Dog,Brooklyn,11201
46014,M,Lhasa Apso,Queens,11106
46015,M,Toy Poodle,Queens,11368
46016,F,Boston Terrier,Queens,11105
46017,M,Shiba Inu,Manhattan,10019
46018,F,Poodle Crossbreed,Manhattan,10035
46019,F,Labrador Retriever,Queens,11357
46020,M,Maltese,Manhattan,10023
46021,M,American Pit Bull Mix / Pit Bull Mix,Manhattan,10016
46022,F,Morkie,Queens,11365
46023,F,Goldendoodle,Manhattan,10065
46024,F,Havanese,Manhattan,10065
46025,F,Shih Tzu Crossbreed,Manhattan,10028
46026,F,Siberian Husky,Manhattan,10002
46027,F,Yorkshire Terrier,Queens,11435
46028,M,Yorkshire Terrier,Queens,11377
46029,M,Labradoodle,Manhattan,10012
46030,M,Labrador Retriever,Manhattan,10003
46031,F,Pomeranian,Manhattan,10002
46032,M,Maltese,Brooklyn,11228
46033,F,Yorkshire Terrier,Queens,11418
46034,F,Labrador Retriever,Queens,11375
46035,F,Not Listed,Manhattan,10282
46036,F,Yorkshire Terrier,Queens,11385
46037,M,Poodle,Manhattan,10021
46038,F,Pug,Brooklyn,11209
46039,F,Yorkshire Terrier,Bronx,10454
46040,M,Brussels Griffon,Brooklyn,11201
46041,M,Not Listed,Manhattan,10128
46042,F,Giant Schnauzer,Queens,11375
46043,F,Havanese,Manhattan,10162
46044,F,Poodle,Manhattan,10018
46045,M,Havanese,Manhattan,10128
46046,F,Yorkshire Terrier,Brooklyn,11229
46047,F,German Shepherd Dog,Brooklyn,11203
46048,M,Shih Tzu,Manhattan,10029
46049,M,Coton de Tulear,Manhattan,10017
46050,F,Dachshund Smooth Coat Miniature,Brooklyn,11215
46051,F,Miniature Schnauzer,Bronx,10465
46052,M,German Shepherd Dog,Brooklyn,11203
46053,M,Not Listed,Brooklyn,11238
46054,M,German Shepherd Crossbreed,Brooklyn,11228
46055,F,Boston Terrier,Queens,11375
46056,F,Yorkshire Terrier,Bronx,10458
46057,M,Not Listed,Brooklyn,11234
46058,F,Yorkshire Terrier,Bronx,10475
46059,M,Chihuahua,Queens,11414
46060,M,Morkie,Brooklyn,11206
46061,F,German Shepherd Crossbreed,Bronx,10470
46062,M,Chihuahua,Brooklyn,11225
46063,F,Poodle,Bronx,10471
46064,F,Not Listed,Brooklyn,11220
46065,F,Miniature Schnauzer,Brooklyn,11231
46066,F,Not Listed,Manhattan,10128
46067,F,American Pit Bull Mix / Pit Bull Mix,Manhattan,10027
46068,M,Puggle,Brooklyn,11226
46069,F,Doberman Pinscher,Queens,11378
46070,M,American Pit Bull Terrier/Pit Bull,Queens,11101
46071,F,Puggle,Staten Island,10309
46072,F,Miniature Schnauzer,Queens,11372
46073,F,American Pit Bull Mix / Pit Bull Mix,Brooklyn,11221
46074,M,Not Listed,Bronx,10463
46075,M,Maltese,Queens,11385
46076,M,Chihuahua Crossbreed,Queens,11375
46077,M,Papillon,Staten Island,10314
46078,F,Not Listed,Manhattan,10021
46079,M,German Shepherd Crossbreed,Manhattan,10039
46080,M,American Pit Bull Mix / Pit Bull Mix,Bronx,10454
46081,M,Chihuahua Crossbreed,Manhattan,10011
46082,M,Staffordshire Bull Terrier,Manhattan,10021
46083,M,Boxer,Manhattan,10034
46084,M,Brussels Griffon,Bronx,10461
46085,M,Basset Hound,Brooklyn,11231
46086,M,Maltese Crossbreed,Bronx,10463
46087,M,German Shepherd Crossbreed,Brooklyn,11211
46088,M,West Highland White Terrier,Manhattan,10028
46089,M,Shih Tzu,Staten Island,10303
46090,F,Toy Poodle,Manhattan,10025
46091,M,Dachshund Smooth Coat,Queens,11429
46092,F,Golden Retriever,Staten Island,10304
46093,M,Cocker Spaniel,Queens,11429
46094,F,Wheaton Terrier,Manhattan,10021
46095,F,English Bulldog,Brooklyn,11249
46096,F,Labradoodle,Queens,11418
46097,F,Shih Tzu,Brooklyn,11212
46098,M,Yorkshire Terrier,Queens,11427
46099,M,Shih Tzu Crossbreed,Manhattan,10029
46100,F,Labrador Retriever,Brooklyn,11209
46101,F,Havanese,Brooklyn,11215
46102,M,Labrador Retriever,Brooklyn,11212
46103,M,Australian Shepherd,Manhattan,10025
46104,M,Labrador Retriever Crossbreed,Staten Island,10306
46105,F,Coton de Tulear,Brooklyn,11235
46106,F,American Eskimo dog,Manhattan,10001
46107,F,Labrador Retriever,Manhattan,10003
46108,M,Yorkshire Terrier,Queens,11426
46109,F,Australian Shepherd,Manhattan,10024
46110,F,Not Listed,Queens,11103
46111,F,Chihuahua,Manhattan,10034
46112,F,Not Listed,Bronx,10469
46113,F,Jack Russell Terrier,Bronx,10473
46114,F,Chihuahua,Bronx,10467
46115,F,Cavalier King Charles Spaniel,Brooklyn,11215
46116,M,Shih Tzu,Manhattan,10029
46117,M,Not Listed,Bronx,10454
46118,M,Pug,Manhattan,10014
46119,M,Chihuahua,Brooklyn,11217
46120,F,Shih Tzu,Manhattan,10040
46121,F,Yorkshire Terrier,Manhattan,10024
46122,M,Poodle,Manhattan,10025
46123,F,Yorkshire Terrier,Queens,11693
46124,M,Poodle Crossbreed,Brooklyn,11211
46125,M,Not Listed,Brooklyn,11220
46126,M,American Pit Bull Terrier/Pit Bull,Staten Island,10303
46127,F,Lhasa Apso,Brooklyn,11249
46128,M,Terrier Crossbreed,Bronx,10461
46129,F,Not Listed,Queens,11369
46130,F,Cairn Terrier,Bronx,10459
46131,M,Yorkshire Terrier,Queens,11411
46132,M,Chihuahua,Bronx,10451
46133,M,Miniature Poodle,Queens,11694
46134,M,Labrador Retriever,Queens,11102
46135,F,Pekingese,Queens,11379
46136,F,Havanese,Manhattan,10019
46137,M,Not Listed,Manhattan,10012
46138,F,Chihuahua,Bronx,10454
46139,F,Jack Russell Terrier,Bronx,10473
46140,F,Havanese,Manhattan,10128
46141,M,Not Listed,Manhattan,10075
46142,F,Wheaton Terrier,Manhattan,10025
46143,F,Shih Tzu,Manhattan,10033
46144,M,Shiba Inu,Queens,11360
46145,F,Beagle,Brooklyn,11226
46146,M,Shih Tzu,Staten Island,10314
46147,F,Shih Tzu,Staten Island,10308
46148,F,Terrier Crossbreed,Manhattan,10003
46149,F,Cocker Spaniel,Brooklyn,11215
46150,F,Poodle,Bronx,10453
46151,M,German Shepherd Dog,Manhattan,10037
46152,F,Not Listed,Manhattan,10033
46153,F,Australian Shepherd,Manhattan,10003
46154,F,Boston Terrier,Queens,11357
46155,M,Maltese,Manhattan,10022
46156,M,Shiba Inu,Manhattan,10010
46157,M,Terrier Crossbreed,Queens,11692
46158,M,Labrador Retriever,Queens,11374
46159,F,Shiba Inu,Manhattan,10002
46160,M,Yorkshire Terrier,Bronx,10473
46161,M,Golden Retriever,Manhattan,10021
46162,F,Shih Tzu Crossbreed,Bronx,10455
46163,F,Beagle Crossbreed,Brooklyn,11217
46164,M,French Bulldog,Brooklyn,11211
46165,F,French Bulldog,Manhattan,10025
46166,M,French Bulldog,Queens,11361
46167,M,Silky Terrier,Queens,11372
46168,F,Maltese,Queens,11377
46169,F,American Pit Bull Mix / Pit Bull Mix,Bronx,10461
46170,F,American Pit Bull Terrier/Pit Bull,Brooklyn,11212
46171,M,Toy Poodle,Queens,11356
46172,M,Pomeranian,Queens,11365
46173,M,Chinese Shar-Pei,Manhattan,10035
46174,M,Shih Tzu,Queens,11102
46175,M,Whippet,Brooklyn,11231
46176,M,Maltese,Bronx,10475
46177,M,Not Listed,Brooklyn,11214
46178,F,Chihuahua,Bronx,10453
46179,M,Rat Terrier,Brooklyn,11229
46180,M,Not Listed,Staten Island,10304
46181,F,American Pit Bull Terrier/Pit Bull,Brooklyn,11221
46182,M,Poodle,Brooklyn,11231
46183,M,Pug,Manhattan,10027
46184,M,Chow Chow,Manhattan,10033
46185,M,Jack Russell Terrier,Queens,11692
46186,F,Yorkshire Terrier,Bronx,10475
46187,M,Pembroke Welsh Corgi,Manhattan,10002
46188,F,Havanese,Manhattan,10128
46189,M,Shih Tzu,Bronx,10805
46190,F,Labrador Retriever,Brooklyn,11229
46191,M,American Pit Bull Terrier/Pit Bull,Brooklyn,11234
46192,M,Australian Cattle Dog,Manhattan,10011
46193,M,Shih Tzu,Bronx,10454
46194,F,Siberian Husky,Bronx,10465
46195,F,Labrador Retriever Crossbreed,Bronx,10462
46196,F,Silky Terrier,Bronx,10466
46197,M,Chihuahua,Manhattan,10038
46198,M,Not Listed,Manhattan,10034
46199,F,Boxer Crossbreed,Queens,11421
46200,F,Vizsla,Manhattan,10075
46201,F,Not Listed,Brooklyn,11211
46202,M,Pekingese,Brooklyn,11249
46203,F,English Bulldog,Manhattan,10014
46204,F,Not Listed,Staten Island,10304
46205,M,Boston Terrier,Queens,11375
46206,F,Old English Sheepdog,Manhattan,10009
46207,M,Labrador Retriever,Staten Island,10301
46208,F,Maltese,Manhattan,10023
46209,F,Shih Tzu,Queens,11357
46210,M,Chihuahua,Manhattan,10023
46211,M,Jack Russell Terrier,Manhattan,10027
46212,F,Puggle,Staten Island,10312
46213,F,Pomeranian,Queens,11379
46214,F,Irish Terrier,Bronx,10472
46215,F,Jack Russell Terrier,Queens,11109
46216,M,Yorkshire Terrier,Manhattan,10038
46217,F,Chihuahua Crossbreed,Brooklyn,11218
46218,F,Yorkshire Terrier,Queens,11421
46219,M,Puggle,Brooklyn,11224
46220,F,Yorkshire Terrier,Bronx,10460
46221,F,German Shepherd Dog,Staten Island,10312
46222,M,Chihuahua,Brooklyn,11211
46223,M,Not Listed,Bronx,10471
46224,M,American Bully,Brooklyn,11234
46225,M,Miniature Poodle,Manhattan,10011
46226,F,Staffordshire Bull Terrier,Manhattan,10038
46227,F,American Pit Bull Mix / Pit Bull Mix,Brooklyn,11222
46228,F,Pekingese,Manhattan,10022
46229,F,Great Dane,Brooklyn,11222
46230,F,Cocker Spaniel,Queens,11385
46231,F,Not Listed,Staten Island,10314
46232,M,Not Listed,Manhattan,10014
46233,F,Labrador Retriever,Manhattan,10019
46234,F,Beagle,Brooklyn,11224
46235,M,Boxer,Manhattan,10021
46236,F,Not Listed,Manhattan,10016
46237,F,American Staffordshire Terrier ,Manhattan,10031
46238,M,Yorkshire Terrier,Brooklyn,11231
46239,F,Australian Shepherd,Manhattan,10128
46240,M,Kerry Blue Terrier,Manhattan,10016
46241,M,Labradoodle,Brooklyn,11201
46242,M,Chihuahua Crossbreed,Queens,11375
46243,F,Chihuahua,Brooklyn,11221
46244,F,German Shepherd Crossbreed,Brooklyn,11207
46245,F,Miniature Pinscher,Brooklyn,11215
46246,M,Yorkshire Terrier Crossbreed,Bronx,10474
46247,M,Labrador Retriever Crossbreed,Queens,11372
46248,M,Labradoodle,Manhattan,10025
46249,M,Chihuahua,Queens,11419
46250,M,American Pit Bull Mix / Pit Bull Mix,Brooklyn,11235
46251,F,Not Listed,Brooklyn,11224
46252,M,Golden Retriever,Manhattan,10021
46253,M,Miniature Pinscher,Bronx,10453
46254,M,Toy Poodle,Bronx,10473
46255,F,Cairn Terrier,Manhattan,10035
46256,M,Labradoodle,Brooklyn,11209
46257,M,Chihuahua,Brooklyn,11236
46258,M,French Mastiff (Dogue de Bordeaux),Queens,11427
46259,M,American Pit Bull Terrier/Pit Bull,Manhattan,10013
46260,F,Labrador Retriever,Brooklyn,11218
46261,M,Poodle,Brooklyn,11221
46262,F,Jack Russell Terrier,Manhattan,10034
46263,M,American Pit Bull Terrier/Pit Bull,Brooklyn,11214
46264,M,Tibetan Spaniel,Brooklyn,11212
46265,M,Wire Fox Terrier,Bronx,10458
46266,M,Chow Chow,Manhattan,10033
46267,M,Pug,Manhattan,10025
46268,F,Alaskan Malamute,Manhattan,10027
46269,F,Not Listed,Manhattan,10009
46270,M,Jack Russell Terrier,Manhattan,10029
46271,M,Labrador Retriever,Manhattan,10128
46272,F,Yorkshire Terrier Crossbreed,Queens,11372
46273,M,Beagle,Brooklyn,11218
46274,F,Terrier Crossbreed,Brooklyn,11201
46275,M,Shih Tzu,Manhattan,10075
46276,F,Shih Tzu,Queens,11379
46277,F,Shih Tzu,Staten Island,10306
46278,F,Not Listed,Brooklyn,11235
46279,F,Long Haired Miniature Dachshund,Manhattan,10128
46280,M,Border Collie,Manhattan,10003
46281,M,Havanese,Queens,11694
46282,M,Havanese,Manhattan,10033
46283,M,German Shepherd Crossbreed,Manhattan,10028
46284,M,Lhasa Apso,Queens,11373
46285,F,Shih Tzu,Brooklyn,11208
46286,M,Poodle,Brooklyn,11209
46287,M,Brussels Griffon,Manhattan,10021
46288,F,Border Collie,Manhattan,10003
46289,M,Silky Terrier,Manhattan,10128
46290,M,Yorkshire Terrier,Queens,11374
46291,M,Italian Greyhound,Brooklyn,11216
46292,F,Japanese Chin,Brooklyn,11212
46293,F,Not Listed,Brooklyn,11204
46294,M,Miniature Poodle,Queens,11103
46295,F,Yorkshire Terrier,Queens,11104
46296,F,French Bulldog,Manhattan,10028
46297,F,Labrador Retriever Crossbreed,Staten Island,10312
46298,M,Basset Hound,Manhattan,10025
46299,M,Beagle,Manhattan,10065
46300,F,Yorkshire Terrier Crossbreed,Queens,11693
46301,F,Yorkshire Terrier,Queens,11354
46302,F,Labrador Retriever Crossbreed,Staten Island,10310
46303,M,English Bulldog,Manhattan,10011
46304,F,Border Collie,Manhattan,10024
46305,M,Not Listed,Brooklyn,11215
46306,M,Pomeranian,Queens,11102
46307,M,Jack Russell Terrier,Staten Island,10312
46308,F,Shiba Inu,Brooklyn,11206
46309,F,Not Listed,Brooklyn,11201
46310,F,Alaskan Malamute,Manhattan,10027
46311,M,Yorkshire Terrier,Brooklyn,11205
46312,F,American Pit Bull Mix / Pit Bull Mix,Manhattan,10009
46313,M,Poodle,Manhattan,10028
46314,M,Basset Hound,Manhattan,10009
46315,F,Bulldog,Staten Island,10308
46316,M,Not Listed,Manhattan,10025
46317,F,German Shepherd Dog,Brooklyn,11220
46318,F,Not Listed,Manhattan,10128
46319,F,Poodle,Brooklyn,11221
46320,F,Not Listed,Manhattan,10025
46321,F,Maltese,Bronx,10462
46322,M,Labrador Retriever Crossbreed,Manhattan,10025
46323,M,Not Listed,Queens,11358
46324,M,Cardigan Welsh Corgi,Queens,11355
46325,F,Chihuahua,Brooklyn,11209
46326,F,Shih Tzu,Manhattan,10022
46327,M,St. Bernard,Manhattan,10024
46328,M,Glen of Imaal Terrier,Manhattan,10027
46329,M,Maltese,Manhattan,10009
46330,F,Cavalier King Charles Spaniel,Manhattan,10028
46331,F,American Pit Bull Terrier/Pit Bull,Manhattan,10032
46332,M,Yorkshire Terrier Crossbreed,Manhattan,10018
46333,M,Chihuahua,Queens,11355
46334,M,Maltese,Queens,11106
46335,M,Labrador Retriever,Queens,11697
46336,M,Yorkshire Terrier,Brooklyn,11239
46337,M,Not Listed,Brooklyn,11215
46338,M,Chihuahua,Bronx,10463
46339,F,Maltese,Queens,11105
46340,F,Not Listed,Manhattan,10024
46341,M,Boston Terrier,Brooklyn,11211
46342,M,Portuguese Podengo Pequeno,Bronx,10453
46343,M,Not Listed,Manhattan,10009
46344,M,Lhasa Apso,Queens,11103
46345,F,French Bulldog,Queens,11105
46346,M,Chihuahua,Brooklyn,11209
46347,M,Labrador Retriever Crossbreed,Brooklyn,11201
46348,F,German Shepherd Dog,Staten Island,10306
46349,M,Shih Tzu,Brooklyn,11234
46350,M,Yorkshire Terrier,Manhattan,10002
46351,F,Not Listed,Queens,11358
46352,F,Puggle,Queens,11367
46353,M,English Bulldog,Brooklyn,11211
46354,F,Beagle,Queens,11368
46355,M,Yorkshire Terrier,Queens,11354
46356,F,Not Listed,Queens,11419
46357,F,Bedlington Terrier,Brooklyn,11224
46358,F,Jack Russell Terrier,Brooklyn,11203
46359,M,Great Pyrenees,Manhattan,10012
46360,F,Bichon Frise,Queens,11385
46361,M,Havanese,Manhattan,10009
46362,M,Shih Tzu Crossbreed,Manhattan,10036
46363,M,German Shepherd Crossbreed,Queens,11106
46364,M,Yorkshire Terrier,Bronx,10473
46365,M,Shih Tzu,Manhattan,10044
46366,F,Not Listed,Manhattan,10128
46367,M,Not Listed,Staten Island,10314
46368,M,Brussels Griffon,Brooklyn,11249
46369,F,Not Listed,Bronx,10459
46370,F,German Shepherd Crossbreed,Manhattan,10013
46371,F,Chinese Crested,Brooklyn,11211
46372,M,Pomeranian,Brooklyn,11238
46373,M,Yorkshire Terrier,Queens,11374
46374,M,Beagle Crossbreed,Staten Island,10306
46375,M,Shih Tzu,Manhattan,10014
46376,F,Poodle,Queens,11001
46377,F,Bichon Frise,Queens,11105
46378,F,Labrador Retriever Crossbreed,Staten Island,10306
46379,M,Golden Retriever,Staten Island,10308
46380,M,Pomeranian,Queens,11417
46381,F,Poodle,Brooklyn,11220
46382,M,Maltese Crossbreed,Brooklyn,11211
46383,M,Bulldog,Bronx,10471
46384,M,American Pit Bull Mix / Pit Bull Mix,Manhattan,10280
